,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2,PAYMENT,925.63,C793521364,24627.45,23701.82,M2007004340,0,0,0,0
2,PAYMENT,8024.95,C859604881,90957,82932.05,M1812861879,0,0,0,0
2,PAYMENT,11378.85,C585803886,207181,195802.2,M1444642131,0,0,0,0
2,PAYMENT,10994.82,C30173198,963,0,M499339307,0,0,0,0
2,PAYMENT,3414.39,C1780298277,9293,5878.61,M1742814160,0,0,0,0
2,PAYMENT,1958.03,C84915002,60156.29,58198.26,M46852536,0,0,0,0
2,CASH_OUT,312856,C21331934,58198.26,0,C1286084959,1610980,1923836,0,0
2,PAYMENT,1563.69,C1872034717,104828,103264.3,M402264886,0,0,0,0
2,PAYMENT,580.51,C1109966680,81948,81367.49,M1756988236,0,0,0,0
2,PAYMENT,1156.11,C549049813,9044,7887.89,M1729958231,0,0,0,0
2,DEBIT,3462.64,C1623761043,66331,62868.36,C2094777811,64259.52,67722.17,0,0
2,PAYMENT,1666.17,C1154481189,29796.87,28130.7,M708222484,0,0,0,0
2,CASH_OUT,94658.15,C632206764,28130.7,0,C885951223,187198.9,281857,0,0
2,CASH_OUT,68588.88,C13063602,0,0,C1899073220,548065.1,877201.5,0,0
2,CASH_OUT,132382.6,C1003663195,2408,0,C991505714,0,1095915,0,0
2,TRANSFER,148688.7,C621432843,18702,0,C1471633238,0,217318.9,0,0
2,PAYMENT,1860.2,C1977189075,56541,54680.8,M1334391583,0,0,0,0
2,PAYMENT,10819.89,C1636824514,14639,3819.11,M376601584,0,0,0,0
2,PAYMENT,3535.73,C797224183,7020,3484.27,M689140691,0,0,0,0
2,PAYMENT,2739.8,C925672150,11383,8643.2,M839180856,0,0,0,0
2,PAYMENT,7611.48,C955061147,11519,3907.52,M173175486,0,0,0,0
2,PAYMENT,5567.54,C1488608048,3907.52,0,M1304065853,0,0,0,0
2,PAYMENT,1946.14,C496751834,0,0,M80052821,0,0,0,0
2,PAYMENT,1413.15,C246168102,0,0,M280078161,0,0,0,0
2,PAYMENT,36622.73,C1406114969,0,0,M2066770847,0,0,0,0
2,PAYMENT,5222.53,C337777621,0,0,M154449199,0,0,0,0
2,PAYMENT,4153.3,C640736196,0,0,M1587818510,0,0,0,0
2,PAYMENT,16473.03,C1511799988,0,0,M1991075605,0,0,0,0
2,PAYMENT,1863.03,C1449360639,0,0,M691540605,0,0,0,0
2,PAYMENT,20461.89,C310014578,0,0,M267533031,0,0,0,0
2,PAYMENT,7676.41,C1111173986,0,0,M729375394,0,0,0,0
2,PAYMENT,2531.09,C1792109661,0,0,M1961510626,0,0,0,0
2,PAYMENT,6183.46,C1871778598,0,0,M253558788,0,0,0,0
2,PAYMENT,20442.39,C1850680894,0,0,M1219797059,0,0,0,0
2,PAYMENT,8596.25,C794526288,0,0,M1210165919,0,0,0,0
2,PAYMENT,9657.66,C1598561139,0,0,M840109665,0,0,0,0
2,TRANSFER,1096187,C1093223281,1096187,0,C2063275841,0,0,1,0
2,CASH_OUT,1096187,C77163673,1096187,0,C644345897,0,1096187,1,0
2,PAYMENT,9914.5,C462777594,113885,103970.5,M828312047,0,0,0,0
2,PAYMENT,7182,C979822206,4534,0,M1976870927,0,0,0,0
2,PAYMENT,22228.5,C1167522035,0,0,M214929887,0,0,0,0
2,PAYMENT,117.32,C18338606,12760,12642.68,M1372817363,0,0,0,0
2,DEBIT,1225.92,C594586746,205205,203979.1,C662045021,36938,36054.62,0,0
2,PAYMENT,2986.97,C1396801698,25831,22844.03,M1827710791,0,0,0,0
2,DEBIT,1890.03,C558913557,39670,37779.97,C977993101,742374.9,744265,0,0
2,CASH_OUT,108659.3,C132461369,3674,0,C1973538135,16896.7,125556,0,0
2,PAYMENT,5966.29,C1493104631,19912,13945.71,M836614448,0,0,0,0
2,PAYMENT,7810.47,C317644782,13945.71,6135.24,M1010584177,0,0,0,0
2,DEBIT,2307.78,C324158286,219948.8,217641,C566698125,22876,25183.78,0,0
2,CASH_OUT,97601.12,C1335520301,217641,120039.9,C2081595126,99684,197285.1,0,0
2,CASH_OUT,48183.1,C728746911,120039.9,71856.76,C1023714065,1412484,1791002,0,0
2,CASH_OUT,96785.24,C1977508673,71856.76,0,C401424608,866746.9,0,0,0
2,CASH_OUT,256481.7,C1947666055,0,0,C1916720513,2650069,2906551,0,0
2,CASH_OUT,37493.87,C1760622380,0,0,C1122118227,1.09E+07,1.11E+07,0,0
2,CASH_OUT,58981.28,C1033304734,0,0,C459857341,301345.3,360326.6,0,0
2,CASH_OUT,293358,C995381766,0,0,C985934102,873112.9,1166471,0,0
2,CASH_OUT,108702.9,C2008762581,0,0,C248609774,6180952,6534746,0,0
2,CASH_OUT,210833.4,C404588697,0,0,C2063763486,581492,792325.4,0,0
2,CASH_OUT,106336.4,C315998990,0,0,C998351292,224241.9,1097218,0,0
2,CASH_OUT,163717.4,C193492784,0,0,C1122118227,1.09E+07,1.11E+07,0,0
2,CASH_OUT,280267.7,C643328884,0,0,C1721246982,978778.2,1259046,0,0
2,CASH_OUT,381480,C1391818342,0,0,C1504109395,1116729,1528227,0,0
2,CASH_OUT,194008.4,C1845760645,0,0,C998351292,330578.3,1097218,0,0
2,CASH_OUT,178805.2,C645777794,0,0,C998351292,524586.7,1097218,0,0
2,PAYMENT,385.23,C1134237170,54733,54347.77,M983834017,0,0,0,0
2,PAYMENT,14925.71,C1962586186,434,0,M1015236238,0,0,0,0
2,PAYMENT,5919.22,C657252457,399566,393646.8,M1031780408,0,0,0,0
2,PAYMENT,11689.02,C472262461,41058,29368.98,M976725249,0,0,0,0
2,PAYMENT,6330.85,C2052601222,12041,5710.15,M975629453,0,0,0,0
2,PAYMENT,6604.34,C387201851,290498,283893.7,M269257589,0,0,0,0
2,PAYMENT,10625.75,C734230775,63965,53339.25,M646757254,0,0,0,0
2,CASH_OUT,74935.58,C284660111,53339.25,0,C1899073220,616654,877201.5,0,0
2,DEBIT,3817.82,C1691678663,30406,26588.18,C1234250905,11132.03,0,0,0
2,CASH_OUT,69734.12,C1423978346,26588.18,0,C1100767002,233370.4,303104.5,0,0
2,PAYMENT,10534.49,C401862395,25317,14782.51,M1000631907,0,0,0,0
2,PAYMENT,4486.69,C2022562847,13146,8659.31,M767764251,0,0,0,0
2,PAYMENT,8757.09,C625971310,419290,410532.9,M1023423954,0,0,0,0
2,DEBIT,1654.94,C737897289,146980,145325.1,C77811359,11147,12801.94,0,0
2,PAYMENT,1330.7,C523528914,38163.92,36833.22,M1184974266,0,0,0,0
2,PAYMENT,778.6,C2058569241,36833.22,36054.62,M182639397,0,0,0,0
2,PAYMENT,278.57,C909918801,26197,25918.43,M2063355321,0,0,0,0
2,PAYMENT,3239.79,C438263665,31074,27834.21,M104367332,0,0,0,0
2,PAYMENT,2065.59,C1380085944,51284,49218.41,M1254850252,0,0,0,0
2,PAYMENT,1885.53,C709841971,15250.61,13365.07,M1746074170,0,0,0,0
2,CASH_OUT,235419.9,C689213488,13365.07,0,C998351292,703391.9,1097218,0,0
2,CASH_IN,141982.5,C951629504,49269,191251.5,C967643830,11219,0,0,0
2,PAYMENT,3427.04,C1753645864,776,0,M389703464,0,0,0,0
2,PAYMENT,9687.92,C438493423,0,0,M1733381085,0,0,0,0
2,PAYMENT,772.01,C999427036,0,0,M2136291489,0,0,0,0
2,PAYMENT,898,C1929218620,0,0,M530528285,0,0,0,0
2,PAYMENT,4090.83,C880282841,0,0,M1648278215,0,0,0,0
2,PAYMENT,3319.89,C2089578710,0,0,M448131210,0,0,0,0
2,PAYMENT,16734.5,C1860118977,0,0,M2040548959,0,0,0,0
2,PAYMENT,10720.07,C1723177853,4051,0,M1395725953,0,0,0,0
2,PAYMENT,12786.76,C1144499207,155,0,M1058984040,0,0,0,0
2,CASH_OUT,71579.52,C1966787205,0,0,C481402298,258506.1,330085.6,0,0
2,TRANSFER,203330.1,C778330045,162442,0,C2118255842,113152.4,379539.9,0,0
2,PAYMENT,486.97,C1464502754,28329,27842.03,M505323251,0,0,0,0
2,CASH_OUT,101485.5,C1037242711,27842.03,0,C1850180796,1083335,1187114,0,0
2,CASH_OUT,57908.35,C835070183,0,0,C932583850,4353067,4410976,0,0
2,CASH_OUT,87732.74,C843100836,0,0,C564160838,982970,1070703,0,0
2,CASH_OUT,185612,C1480805145,0,0,C1899073220,691589.5,877201.5,0,0
2,CASH_OUT,89412.56,C2101326063,0,0,C306206744,3452166,3541578,0,0
2,CASH_OUT,158406.7,C2109615807,0,0,C998351292,938811.8,1097218,0,0
2,CASH_OUT,358457,C1255958078,0,0,C909295153,5371342,5729799,0,0
2,CASH_OUT,245091.5,C142993407,0,0,C248609774,6289655,6534746,0,0
2,CASH_OUT,115800.4,C146638536,0,0,C1750563752,201197,316997.4,0,0
2,CASH_OUT,128357.1,C83532470,0,0,C1453128758,341122.2,592289.5,0,0
2,CASH_OUT,256624.1,C759099777,0,0,C1234776885,1535087,1791711,0,0
2,CASH_OUT,63057.49,C170082758,0,0,C2118255842,316482.4,379539.9,0,0
2,CASH_OUT,330334.4,C1850477964,0,0,C1023714065,1460667,1791002,0,0
2,CASH_OUT,279843.2,C1043535321,0,0,C716083600,1827319,2107162,0,0
2,PAYMENT,6473.31,C1692092775,15078,8604.69,M1961232715,0,0,0,0
2,PAYMENT,10399.14,C2051562038,43978,33578.86,M1559434619,0,0,0,0
2,PAYMENT,3580.23,C1650327539,25725,22144.77,M641011362,0,0,0,0
2,PAYMENT,6531.24,C513042872,22673,16141.76,M1510535132,0,0,0,0
2,PAYMENT,14462.98,C1462182153,100591,86128.02,M1500079441,0,0,0,0
2,PAYMENT,3489.41,C1686965869,333,0,M2045143855,0,0,0,0
2,PAYMENT,5822.2,C388444787,70,0,M100048427,0,0,0,0
2,PAYMENT,2768.58,C159651486,19148,16379.42,M1139915666,0,0,0,0
2,PAYMENT,11559.81,C1835777333,16379.42,4819.61,M1549623669,0,0,0,0
2,PAYMENT,4706.29,C1967434886,94916.53,90210.24,M992457879,0,0,0,0
2,PAYMENT,8216.87,C185939155,90210.24,81993.37,M1014278669,0,0,0,0
2,PAYMENT,5122.98,C1820594585,20348,15225.02,M1786872722,0,0,0,0
2,DEBIT,2744.65,C1217434045,198,0,C510113906,5417.23,8161.87,0,0
2,TRANSFER,336413.4,C1361931872,10162,0,C542895457,254,187096.4,0,0
2,DEBIT,1053.29,C501855493,11687,10633.71,C270095066,16267.62,17320.91,0,0
2,PAYMENT,8886.96,C2064787513,23410,14523.04,M927159199,0,0,0,0
2,PAYMENT,8543.51,C220689785,14942,6398.49,M1572255813,0,0,0,0
2,DEBIT,7481.76,C932118570,41487,34005.24,C297927961,90508.53,97990.29,0,0
2,DEBIT,4198.49,C452817647,169807,165608.5,C453211571,3519100,3726770,0,0
2,PAYMENT,473.51,C751259764,20452,19978.49,M1146859833,0,0,0,0
2,PAYMENT,4481.54,C194672584,126,0,M2055276126,0,0,0,0
2,TRANSFER,132513.7,C1825811850,11636,0,C655381473,220237.1,352750.8,0,0
2,DEBIT,6408.6,C1964514128,25457,19048.4,C1917025677,42900.67,49309.27,0,0
2,PAYMENT,5398.15,C761533964,101749,96350.85,M1596278280,0,0,0,0
2,PAYMENT,722.75,C787156891,37790,37067.25,M454841229,0,0,0,0
2,PAYMENT,11101.89,C373682836,51530,40428.11,M1663431506,0,0,0,0
2,PAYMENT,964.93,C365211514,14731,13766.07,M1824327284,0,0,0,0
2,TRANSFER,963532.1,C1440057381,963532.1,0,C268086000,0,0,1,0
2,CASH_OUT,963532.1,C430329518,963532.1,0,C991505714,132382.6,1095915,1,0
2,PAYMENT,2358.86,C698977695,12086,9727.14,M765702264,0,0,0,0
2,PAYMENT,9714.23,C1414431049,30912,21197.77,M2142660176,0,0,0,0
2,PAYMENT,5184.26,C446093644,16098.92,10914.66,M713464342,0,0,0,0
2,CASH_OUT,60214.51,C182584006,10914.66,0,C1870252780,7355970,7416185,0,0
2,DEBIT,633.34,C1185575212,24065,23431.66,C461160828,17860.54,18493.88,0,0
2,PAYMENT,499.09,C1792711692,23431.66,22932.57,M1947397483,0,0,0,0
2,PAYMENT,1150.36,C1853633821,41699,40548.64,M2068450031,0,0,0,0
2,PAYMENT,581.37,C1171178358,1632,1050.63,M651433745,0,0,0,0
2,DEBIT,1131.72,C697240075,193327,192195.3,C1428469551,45738,46869.72,0,0
2,PAYMENT,6069.06,C45703335,11001.8,4932.75,M836749045,0,0,0,0
2,TRANSFER,7081.22,C934617920,4932.75,0,C1068824137,38901.06,45982.28,0,0
2,PAYMENT,4373.69,C1715189999,11248,6874.31,M793657559,0,0,0,0
2,DEBIT,4369.05,C1625932709,9027,4657.95,C1318822808,6773.84,11142.89,0,0
2,PAYMENT,2767.59,C2119713755,208,0,M1168076863,0,0,0,0
2,PAYMENT,4821.26,C411748515,249452,244630.7,M911267068,0,0,0,0
2,PAYMENT,2471.19,C178917238,19609,17137.81,M873105556,0,0,0,0
2,TRANSFER,41446.48,C2055967078,727,0,C660143728,61720.85,103167.3,0,0
2,PAYMENT,10006.72,C1254907391,2051,0,M281487983,0,0,0,0
2,PAYMENT,6108.27,C1894338251,21703,15594.73,M1456464145,0,0,0,0
2,CASH_OUT,122810.2,C2118413714,15594.73,0,C1453128758,469479.3,592289.5,0,0
2,PAYMENT,10738.05,C1475982439,51790,41051.95,M1834755909,0,0,0,0
2,DEBIT,4674.03,C1152554134,11556,6881.97,C1261031890,18641.45,23315.48,0,0
2,PAYMENT,4570.29,C424106351,6881.97,2311.67,M50826412,0,0,0,0
2,DEBIT,3995.57,C258860422,106919,102923.4,C339924917,12145.85,16141.42,0,0
2,DEBIT,702.32,C1596708569,31423,30720.68,C1122118227,1.11E+07,1.11E+07,0,0
2,PAYMENT,7312.49,C2089054322,16521,9208.51,M1138356642,0,0,0,0
2,PAYMENT,3567.5,C603483530,9208.51,5641.01,M577038898,0,0,0,0
2,PAYMENT,1994.71,C2101086700,5641.01,3646.3,M1910813448,0,0,0,0
2,PAYMENT,1657.09,C294651011,28009.87,26352.78,M346049017,0,0,0,0
2,TRANSFER,68630.15,C156127720,26352.78,0,C1471633238,148688.7,217318.9,0,0
2,PAYMENT,3095.41,C1575407418,480,0,M1287875609,0,0,0,0
2,PAYMENT,1971.81,C1513757689,5363,3391.19,M553701447,0,0,0,0
2,PAYMENT,3121.81,C1257526338,16733,13611.19,M494951073,0,0,0,0
2,PAYMENT,4987.75,C393183035,21420,16432.25,M818546553,0,0,0,0
2,PAYMENT,5143.81,C1483998054,50808.73,45664.93,M1203638171,0,0,0,0
2,CASH_OUT,45458.81,C734275312,45664.93,206.12,C434091818,63112.23,108571,0,0
2,PAYMENT,8723.42,C1272257854,39742,31018.58,M859985937,0,0,0,0
2,PAYMENT,10805.83,C79121205,311117,300311.2,M240000757,0,0,0,0
2,PAYMENT,9446.02,C1829883631,395,0,M1286771084,0,0,0,0
2,PAYMENT,9145.05,C1927452108,6419.29,0,M203785427,0,0,0,0
2,CASH_OUT,55940.69,C1872774414,0,0,C728885526,82686.96,138627.7,0,0
2,PAYMENT,5745.53,C927369095,21032,15286.47,M1374431318,0,0,0,0
2,PAYMENT,4249.18,C1901018532,39989,35739.82,M480943798,0,0,0,0
2,PAYMENT,7667.38,C525551643,179634.7,171967.3,M801996095,0,0,0,0
2,CASH_OUT,30017.69,C669501311,171967.3,141949.6,C1504109395,1498209,1528227,0,0
2,PAYMENT,5812.29,C1869652507,194245,188432.7,M1793469566,0,0,0,0
2,PAYMENT,2292.68,C780570776,20932,18639.32,M935552520,0,0,0,0
2,PAYMENT,2959.21,C1565096593,11764,8804.79,M102185114,0,0,0,0
2,PAYMENT,881.53,C479160976,8804.79,7923.27,M810593327,0,0,0,0
2,PAYMENT,15245.32,C643552582,29982,14736.68,M423095039,0,0,0,0
2,PAYMENT,4468.28,C2114701475,26275,21806.72,M1259283097,0,0,0,0
2,PAYMENT,7803.48,C856047451,322,0,M356539350,0,0,0,0
2,PAYMENT,3293.28,C892262157,681,0,M117911771,0,0,0,0
2,PAYMENT,18483.96,C91831175,336667.4,318183.4,M309349909,0,0,0,0
2,CASH_OUT,131087.1,C1361409513,318183.4,187096.4,C1538745405,338120.5,469207.5,0,0
2,DEBIT,1160.21,C1863980798,22882,21721.79,C377957453,3277,0,0,0
2,PAYMENT,21394.15,C594783641,11161,0,M862146308,0,0,0,0
2,TRANSFER,84911.32,C1234435772,275.63,0,C63387985,1330.96,86242.27,0,0
2,CASH_OUT,32733.62,C1979825302,0,0,C1831477404,191972.1,224705.7,0,0
2,PAYMENT,2740.48,C1218496682,4437.21,1696.74,M1637000661,0,0,0,0
2,PAYMENT,5556.1,C925024581,1696.74,0,M1287401019,0,0,0,0
2,PAYMENT,826.36,C43473566,0,0,M1986001684,0,0,0,0
2,PAYMENT,3308.25,C1465263219,0,0,M2050360660,0,0,0,0
2,PAYMENT,28714.16,C1112400678,0,0,M1271084832,0,0,0,0
2,PAYMENT,12691.84,C768669591,0,0,M1728465884,0,0,0,0
2,PAYMENT,14841.59,C1249890505,0,0,M408388753,0,0,0,0
2,PAYMENT,25162.93,C848409667,0,0,M1729904998,0,0,0,0
2,PAYMENT,2713.13,C1406221524,0,0,M2005293363,0,0,0,0
2,PAYMENT,12129.31,C1208670252,0,0,M1293465402,0,0,0,0
2,PAYMENT,28118.46,C393549265,0,0,M1392482765,0,0,0,0
2,PAYMENT,9157.3,C1277882374,10772,1614.7,M1141059550,0,0,0,0
2,PAYMENT,22012.11,C2070372626,1614.7,0,M1433976386,0,0,0,0
2,DEBIT,981.57,C1313459755,191,0,C54617902,31223,32204.57,0,0
2,DEBIT,2293.28,C325674467,8120,5826.72,C1850180796,1184821,1187114,0,0
2,PAYMENT,21069.51,C1405548909,6346,0,M1130153977,0,0,0,0
2,PAYMENT,4865.12,C1130656047,5939,1073.88,M461001437,0,0,0,0
2,PAYMENT,2409.12,C2140396878,1073.88,0,M1523957322,0,0,0,0
2,PAYMENT,6605.53,C987255094,22422,15816.47,M1937575946,0,0,0,0
2,TRANSFER,203471.9,C317053574,59971,0,C453211571,3523298,3726770,0,0
2,CASH_IN,254199.5,C1697976702,23204.09,277403.6,C1353512285,23701.82,0,0,0
2,PAYMENT,8834.5,C488422671,277403.6,268569.1,M117052390,0,0,0,0
2,PAYMENT,2290,C989321301,268569.1,266279.1,M1996787860,0,0,0,0
2,PAYMENT,6002.42,C260620222,266279.1,260276.7,M1505486986,0,0,0,0
2,PAYMENT,1102.38,C1569371800,260276.7,259174.3,M249109901,0,0,0,0
2,PAYMENT,17827.48,C1147545255,259174.3,241346.8,M1117747481,0,0,0,0
2,PAYMENT,1702.16,C1244211620,21548,19845.84,M215638041,0,0,0,0
2,TRANSFER,183763.6,C2038185019,31,0,C1963862935,0,183763.6,0,0
2,TRANSFER,308871.4,C1074976188,31486,0,C1850042097,0,308871.4,0,0
2,PAYMENT,11357.4,C1131786259,60989.84,49632.45,M485542604,0,0,0,0
2,PAYMENT,14775.56,C83210381,49632.45,34856.89,M1385966234,0,0,0,0
2,PAYMENT,2234.3,C1015545330,35736,33501.7,M649848324,0,0,0,0
2,DEBIT,3017.34,C266554246,55619,52601.66,C1793436274,14566.06,17583.4,0,0
2,DEBIT,3627.48,C1016625178,436,0,C40075281,28422.37,32049.85,0,0
2,PAYMENT,2997.75,C1064528406,0,0,M1174478906,0,0,0,0
2,TRANSFER,448593.6,C1403780103,4580,0,C214187874,0,448593.6,0,0
2,PAYMENT,265.2,C747378368,4363.08,4097.88,M135002781,0,0,0,0
2,PAYMENT,7766.84,C1204030294,4097.88,0,M1258527853,0,0,0,0
2,PAYMENT,149.66,C133544411,0,0,M1350395050,0,0,0,0
2,PAYMENT,7853.17,C923032392,0,0,M1622362417,0,0,0,0
2,PAYMENT,15498.52,C1252138909,0,0,M1908505175,0,0,0,0
2,PAYMENT,2619.18,C1678422332,0,0,M504006221,0,0,0,0
2,PAYMENT,2272.46,C1141783782,0,0,M1047000562,0,0,0,0
2,PAYMENT,1395.69,C265629779,0,0,M1160247050,0,0,0,0
2,PAYMENT,18658.63,C1887115844,0,0,M1899145692,0,0,0,0
2,PAYMENT,20051.7,C1464031233,0,0,M765880900,0,0,0,0
2,PAYMENT,1644.19,C86506638,0,0,M1639958975,0,0,0,0
2,PAYMENT,1445.37,C745604825,0,0,M849063257,0,0,0,0
2,TRANSFER,14949.84,C140702728,14949.84,0,C634210724,0,0,1,0
2,CASH_OUT,14949.84,C395257482,14949.84,0,C1032986144,18161.79,33111.63,1,0
2,PAYMENT,5647.66,C871153004,242264,236616.3,M1550991149,0,0,0,0
2,PAYMENT,5183.53,C1127174687,39867,34683.47,M763008902,0,0,0,0
2,CASH_OUT,189592.2,C2074826904,34683.47,0,C97730845,9178122,9367715,0,0
2,DEBIT,1841.58,C913148823,25257,23415.42,C838411509,21697.97,23539.55,0,0
2,TRANSFER,23377.76,C125802780,404976,381598.2,C1491676195,206.12,23583.88,0,0
2,PAYMENT,10788.66,C61334373,80777,69988.34,M753853622,0,0,0,0
2,PAYMENT,2636.86,C312766685,316997.4,314360.5,M1768471788,0,0,0,0
2,PAYMENT,12787.03,C1432929903,314360.5,301573.5,M242762528,0,0,0,0
2,PAYMENT,13285.98,C1064040618,17504.47,4218.49,M331918455,0,0,0,0
2,CASH_OUT,69038.41,C19423,4218.49,0,C2083562754,814113.9,2051802,0,0
2,PAYMENT,5750.69,C1286437308,21201,15450.31,M744715819,0,0,0,0
2,DEBIT,1726.62,C2057227460,5533,3806.38,C1335050193,53743.06,56847.02,0,0
2,PAYMENT,5908.57,C2017603323,23921,18012.43,M1594214614,0,0,0,0
2,PAYMENT,9611.47,C1759522611,18012.43,8400.96,M1687430663,0,0,0,0
2,PAYMENT,11816.56,C222882200,55201,43384.44,M2096808863,0,0,0,0
2,PAYMENT,439.66,C361423492,20529,20089.34,M1357597228,0,0,0,0
2,PAYMENT,3470.6,C438660480,1528.22,0,M812229472,0,0,0,0
2,PAYMENT,13802.16,C1916139819,0,0,M2022012779,0,0,0,0
2,PAYMENT,2391.38,C1232948374,38902,36510.62,M879924346,0,0,0,0
2,PAYMENT,4738.43,C1775488894,6258,1519.57,M977195776,0,0,0,0
2,PAYMENT,12099.05,C428089645,118245,106146,M972404515,0,0,0,0
2,PAYMENT,13550.62,C1319778140,38798,25247.38,M37768026,0,0,0,0
2,PAYMENT,4539.49,C989171574,2084,0,M783117220,0,0,0,0
2,CASH_IN,233432.3,C832743930,56098,289530.3,C215145189,1891.79,0,0,0
2,PAYMENT,17549.8,C834153999,38725,21175.2,M664836465,0,0,0,0
2,PAYMENT,6416.72,C1645557354,25234.75,18818.03,M1188871851,0,0,0,0
2,CASH_OUT,232486.2,C920926249,18818.03,0,C564160838,1070703,921817.7,0,0
2,CASH_OUT,53083.59,C355222677,0,0,C2081595126,197285.1,73147.6,0,0
2,CASH_OUT,110520.8,C1589745212,0,0,C481402298,330085.6,617488.4,0,0
2,CASH_OUT,104222.9,C2110472873,0,0,C662736689,4629354,4517762,0,0
2,CASH_OUT,107963.9,C1794705481,0,0,C1538745405,469207.5,270110.8,0,0
2,CASH_OUT,332575,C486994287,0,0,C665576141,6609667,6818934,0,0
2,CASH_OUT,234198.2,C1336210565,0,0,C1234776885,1791711,1840077,0,0
2,CASH_OUT,188890.5,C1759328722,0,0,C1538745405,577171.4,270110.8,0,0
2,CASH_OUT,299336.1,C1246023616,0,0,C977993101,744265,1748436,0,0
2,CASH_OUT,6016.03,C1625539182,0,0,C1782580546,27316.83,33332.86,0,0
2,CASH_OUT,259448.6,C134943275,0,0,C481402298,440606.4,617488.4,0,0
2,CASH_OUT,22948.44,C161069393,0,0,C738590621,55249,36407.19,0,0
2,CASH_OUT,142442.2,C1708084589,0,0,C801142660,637928.7,547215.1,0,0
2,CASH_OUT,49267.14,C457245448,0,0,C1134894336,90955.09,2167.32,0,0
2,CASH_OUT,692460,C1259065345,0,0,C2083562754,883152.3,2051802,0,0
2,CASH_OUT,211131.4,C261925632,0,0,C1122118227,1.11E+07,1.31E+07,0,0
2,CASH_OUT,150366.6,C271002555,0,0,C1538745405,766061.9,270110.8,0,0
2,CASH_OUT,10511.06,C57488372,0,0,C1062254208,43471,53982.06,0,0
2,CASH_OUT,44145.7,C376660032,0,0,C224063653,247417,96636.56,0,0
2,PAYMENT,733.57,C2086477093,181,0,M1427020774,0,0,0,0
2,DEBIT,3035.96,C1066856480,890,0,C1674899618,329055,7074755,0,0
2,PAYMENT,1330.82,C854255346,30803,29472.18,M650797503,0,0,0,0
2,PAYMENT,478.1,C121245483,1062,583.9,M262535196,0,0,0,0
2,PAYMENT,1500.44,C1780306540,29053,27552.56,M523174153,0,0,0,0
2,PAYMENT,4794.98,C1211827856,36205,31410.02,M1753113235,0,0,0,0
2,DEBIT,1777.63,C1752220610,7261,5483.37,C423583818,373839,66548.75,0,0
2,PAYMENT,12475.89,C263233676,5483.37,0,M531576940,0,0,0,0
2,TRANSFER,129484.4,C81705968,220676,91191.64,C578102596,11514,120074.7,0,0
2,PAYMENT,3887.42,C1784551034,59948,56060.58,M1625321341,0,0,0,0
2,PAYMENT,8416.21,C107632469,56060.58,47644.38,M1998224723,0,0,0,0
2,PAYMENT,2801.67,C1835878412,20044,17242.33,M244668763,0,0,0,0
2,PAYMENT,3065.51,C1519482659,47381,44315.49,M2118482375,0,0,0,0
2,PAYMENT,3814.9,C2037343019,51545,47730.1,M1570022108,0,0,0,0
2,TRANSFER,235882.3,C216919586,137806,0,C885951223,281857,68880.79,0,0
2,CASH_IN,79037.41,C1504912697,497284,576321.4,C24404443,17609,0,0,0
2,PAYMENT,4189.91,C1531409183,12885,8695.09,M591247593,0,0,0,0
2,PAYMENT,6621.75,C1086508626,75329.4,68707.65,M1614238,0,0,0,0
2,TRANSFER,49367.62,C1621615881,68707.65,19340.02,C1899073220,877201.5,3208966,0,0
2,TRANSFER,162725,C773059332,19340.02,0,C248609774,6534746,7760415,0,0
2,TRANSFER,217743.8,C2020935882,0,0,C644345897,1096187,1313931,0,0
2,TRANSFER,189352.8,C1025786379,0,0,C1750563752,301573.5,167163.4,0,0
2,TRANSFER,191616.3,C1651795723,0,0,C905650857,283047.2,458875.9,0,0
2,TRANSFER,1773021,C1406018450,0,0,C1122118227,1.13E+07,1.31E+07,0,0
2,TRANSFER,1869162,C53301881,0,0,C1916720513,2906551,6235767,0,0
2,TRANSFER,170610.1,C470187021,0,0,C991505714,1095915,1066634,0,0
2,TRANSFER,939018.7,C1561005241,0,0,C1023714065,1791002,2485918,0,0
2,TRANSFER,721458.6,C2138793529,0,0,C977993101,1043601,1748436,0,0
2,TRANSFER,1487557,C380394805,0,0,C11003494,1.02E+07,1.12E+07,0,0
2,TRANSFER,418492.9,C962969081,0,0,C1453128758,592289.5,486798,0,0
2,TRANSFER,490747.7,C1007550632,0,0,C1870252780,7416185,7103900,0,0
2,TRANSFER,257641.6,C409007038,0,0,C306206744,3541578,7173523,0,0
2,TRANSFER,984994.8,C1825656946,0,0,C909295153,5729799,7473141,0,0
2,TRANSFER,884591.4,C2026873444,0,0,C1899073220,926569.1,3208966,0,0
2,TRANSFER,376507.7,C873002645,0,0,C909295153,6714794,7473141,0,0
2,TRANSFER,507138.3,C728370857,0,0,C657736958,5579569,5792136,0,0
2,TRANSFER,603258.6,C1306429814,0,0,C248609774,6697471,7760415,0,0
2,TRANSFER,129735.3,C1216863787,0,0,C33524623,138395.5,268130.8,0,0
2,TRANSFER,152649.4,C994584048,0,0,C985934102,1166471,1116289,0,0
2,PAYMENT,3714.42,C1085041526,176131.8,172417.4,M2038484780,0,0,0,0
2,TRANSFER,135348.6,C251666609,172417.4,37068.76,C1750563752,490926.3,167163.4,0,0
